house_id,house_size,bedrooms,bathrooms,lot_size,year_built,stories,garage_cars,location,condition,has_pool,sale_date,price
H-0626,1493,2,2.0,5369.0,1955.0,1,1.0,Suburbs,Poor,No,2022-09-10,127423
H-0627,1206,2,3.0,2121.0,2018.0,2,1.0,Industrial,Excellent,No,2022-08-10,151386
H-0628,1724,4,3.0,6196.0,2022.0,1,2.0,Suburbs,Fair,No,2022-06-11,313761
H-0629,1833,4,2.0,3449.0,1989.0,2,3.0,Rural,Good,No,2024-07-07,227441
H-0630,2456,3,2.5,4193.0,1990.0,2,1.0,Suburbs,Average,No,2022-06-08,360082
H-0631,784,3,1.5,2433.0,1958.0,1,1.0,Rural,Poor,No,2023-04-23,89683
H-0632,2717,5,2.0,7281.0,1957.0,2,3.0,Suburbs,Average,No,2020-07-08,380239
H-0633,1705,2,1.0,6427.0,1993.0,2,0.0,Suburbs,Excellent,Yes,2021-05-15,314326
H-0634,1543,3,3.5,3715.0,2007.0,2,2.0,Suburbs,Excellent,No,2021-04-06,349200
H-0635,1192,3,2.0,2643.0,2016.0,1,2.0,Suburbs,Good,No,2022-08-22,242800
H-0636,807,4,2.0,2220.0,1962.0,1,1.0,Suburbs,Fair,No,2021-07-07,171711
H-0637,2293,6,2.0,6053.0,1968.0,1,2.0,Waterfront,Good,Yes,2022-12-09,614169
H-0638,1843,3,1.5,4351.0,1998.0,3,3.0,Suburbs,Good,No,2023-03-01,311287
H-0639,1026,5,2.5,3318.0,1979.0,1,2.0,Waterfront,Fair,No,2020-02-26,277541
H-0640,1022,4,1.0,3473.0,2015.0,2,2.0,Suburbs,Good,No,2022-12-06,238009
H-0641,1598,3,1.5,5804.0,2008.0,3,2.0,Suburbs,Fair,No,2020-07-14,222405
H-0642,2801,3,2.5,11013.0,2002.0,2,2.0,Industrial,Good,No,2022-02-17,316943
H-0643,1644,3,2.0,3561.0,2001.0,2,0.0,Industrial,Excellent,No,2023-05-01,173055
H-0644,898,6,3.0,2954.0,1980.0,3,2.0,Suburbs,Good,No,2023-03-23,256898
H-0645,1652,2,2.5,4106.0,1964.0,2,2.0,Waterfront,Poor,No,2021-05-16,237159
H-0646,1636,4,2.0,5223.0,1969.0,2,1.0,Suburbs,Average,Yes,2021-03-31,243720
H-0647,400,3,3.0,1075.0,1954.0,1,3.0,Downtown,Good,No,2022-01-06,188767
H-0648,1767,4,1.5,7040.0,1956.0,1,2.0,Suburbs,Average,No,2020-11-11,362266
H-0649,1661,3,2.5,5518.0,1967.0,2,3.0,Industrial,Average,Yes,2024-06-19,165203
H-0650,2217,4,2.0,8604.0,2005.0,1,1.0,Industrial,Good,No,2021-07-31,258090
H-0651,2909,4,2.0,10435.0,1994.0,2,2.0,Downtown,Average,No,2024-03-25,607553
H-0652,2475,4,2.5,9299.0,1977.0,1,2.0,Rural,Good,No,2024-02-29,322323
H-0653,1638,5,3.5,5792.0,,1,3.0,Waterfront,Good,No,2021-09-02,555549
H-0654,1136,2,4.0,3008.0,1951.0,2,,Suburbs,Average,No,2021-03-01,196564
H-0655,3344,4,2.5,7120.0,2017.0,1,3.0,Rural,Good,No,2023-07-14,398589
H-0656,1835,2,2.0,4451.0,1973.0,2,3.0,Suburbs,Poor,No,2021-01-18,169582
H-0657,1808,3,2.0,2803.0,1997.0,3,0.0,Suburbs,Excellent,No,2022-05-22,322757
H-0658,1785,3,2.0,5015.0,1994.0,2,2.0,Rural,Fair,No,2020-07-04,191233
H-0659,1918,3,2.5,5298.0,2007.0,2,1.0,Suburbs,Good,Yes,2021-10-08,333442
H-0660,1713,3,2.0,4818.0,1985.0,3,2.0,Suburbs,Fair,No,2020-05-10,241019
H-0661,1455,6,3.5,5725.0,1951.0,1,3.0,Downtown,Excellent,No,2021-04-19,505340
H-0662,1471,2,2.0,5558.0,1967.0,2,0.0,Rural,Poor,Yes,2023-01-18,102111
H-0663,1780,4,2.0,3389.0,1998.0,1,2.0,Suburbs,Good,No,2024-07-17,343251
H-0664,1473,3,2.0,3567.0,1957.0,1,2.0,Suburbs,Fair,Yes,2021-03-02,196837
H-0665,1372,2,3.0,3512.0,2007.0,3,1.0,Rural,Average,No,2022-03-03,192926
H-0666,1863,2,3.0,4473.0,1964.0,2,1.0,Downtown,Average,No,2022-01-20,394473
H-0667,1647,5,2.5,5758.0,1966.0,2,0.0,Waterfront,Good,Yes,2020-11-04,422090
H-0668,2702,5,2.0,7592.0,1972.0,2,0.0,Suburbs,Fair,No,2022-10-18,331550
H-0669,400,5,3.0,1172.0,2015.0,2,2.0,Suburbs,Good,No,2023-04-28,185899
H-0670,2454,6,1.0,8914.0,2019.0,3,2.0,Downtown,Average,Yes,2020-09-03,579678
H-0671,2547,3,3.5,8952.0,1976.0,2,0.0,Downtown,Average,No,2023-06-21,531186
H-0672,555,3,2.5,1015.0,1986.0,2,3.0,Industrial,Poor,No,2023-03-18,72951
H-0673,1594,4,2.0,5235.0,1998.0,2,2.0,Suburbs,Average,No,2020-11-26,285824
H-0674,1577,3,2.5,4082.0,2013.0,3,2.0,Rural,Good,No,2022-12-22,247342
H-0675,955,3,3.0,2135.0,1983.0,1,1.0,Downtown,Average,No,2021-10-21,286080
H-0676,1333,3,1.0,2166.0,1967.0,2,2.0,Rural,Excellent,Yes,2023-02-14,157802
H-0677,1133,4,3.5,3079.0,2013.0,2,2.0,Industrial,Good,No,2022-04-10,156312
H-0678,2851,4,2.0,6809.0,2023.0,1,2.0,Suburbs,Good,No,2020-03-21,519852
H-0679,2361,2,2.0,5026.0,1993.0,1,2.0,Suburbs,Fair,No,2023-08-10,323503
H-0680,2562,3,1.5,8292.0,1966.0,2,0.0,Industrial,Fair,No,2022-07-19,213776
H-0681,2233,4,2.0,7645.0,2008.0,3,3.0,Rural,,No,2023-04-28,391100
H-0682,1122,4,2.5,2369.0,1962.0,2,2.0,Downtown,Average,No,2020-07-30,300445
H-0683,1485,3,2.0,2411.0,2001.0,2,2.0,Suburbs,Good,No,2023-04-22,305262
H-0684,2093,4,3.0,7580.0,2009.0,2,3.0,Downtown,Good,No,2021-11-23,602979
H-0685,1066,1,2.0,1625.0,1991.0,2,2.0,Waterfront,Excellent,No,2023-08-30,327617
H-0686,2227,3,4.0,8557.0,2013.0,3,2.0,Rural,Average,No,2022-09-30,273920
H-0687,1655,4,2.5,5079.0,2015.0,2,2.0,Industrial,Poor,No,2021-08-17,142850
H-0688,1575,4,3.0,3629.0,1983.0,1,1.0,Downtown,Good,No,2020-12-04,424257
H-0689,2226,3,1.5,4710.0,2020.0,1,3.0,Suburbs,Good,No,2023-09-27,435894
H-0690,2066,4,2.0,3145.0,2013.0,3,2.0,Downtown,Good,No,2022-07-26,493726
H-0691,1583,4,2.0,3306.0,1982.0,3,2.0,Suburbs,Poor,No,2024-07-11,195783
H-0692,2495,4,2.5,4601.0,1961.0,1,3.0,Downtown,Excellent,No,2021-09-17,577706
H-0693,1151,4,3.5,3488.0,1968.0,1,2.0,Suburbs,Average,Yes,2023-02-21,248069
H-0694,2169,4,1.0,4156.0,1958.0,2,2.0,Waterfront,,No,2022-11-08,389294
H-0695,2155,3,1.0,6080.0,2023.0,2,2.0,Downtown,Good,No,2022-12-03,479150
H-0696,1614,2,3.5,4802.0,1966.0,2,1.0,Suburbs,Average,Yes,2023-05-18,269650
H-0697,1995,3,2.0,4478.0,1999.0,3,1.0,Industrial,Excellent,No,2020-08-20,207551
H-0698,1049,3,3.0,1665.0,1988.0,2,0.0,Industrial,Fair,Yes,2022-07-09,108959
H-0699,2354,4,2.5,3750.0,,3,3.0,Suburbs,Good,Yes,2022-05-02,431194
H-0700,1689,3,3.0,2644.0,1959.0,2,1.0,Industrial,Poor,No,2021-07-27,91080
H-0701,1486,3,1.5,4974.0,1961.0,2,1.0,Suburbs,Fair,No,2021-12-31,193401
H-0702,2429,1,1.5,5574.0,1964.0,2,1.0,Suburbs,Average,No,2022-05-18,289937
H-0703,1377,3,2.5,4806.0,1977.0,2,1.0,Waterfront,Average,Yes,2021-06-21,384605
H-0704,954,3,3.5,2460.0,1953.0,1,2.0,Rural,Fair,Yes,2021-05-05,89593
H-0705,866,4,2.0,2279.0,1985.0,1,3.0,Waterfront,Good,No,2023-05-20,346991
H-0706,2163,1,2.0,6017.0,2014.0,2,1.0,Waterfront,Good,No,2020-04-22,528494
H-0707,1031,4,2.5,3384.0,1996.0,2,2.0,Suburbs,Excellent,Yes,2021-06-07,327101
H-0708,2852,5,3.5,6228.0,1988.0,2,2.0,Suburbs,Average,No,2022-12-30,507073
H-0709,550,2,3.0,992.0,1987.0,1,2.0,Suburbs,Fair,No,2020-12-15,99800
H-0710,2817,3,4.0,8141.0,1993.0,2,3.0,Suburbs,Poor,No,2022-08-15,365947
H-0711,1926,2,1.0,4463.0,2000.0,1,2.0,Downtown,Average,No,2021-05-20,379688
H-0712,1741,4,1.5,4537.0,1975.0,2,1.0,Suburbs,Average,Yes,2023-11-12,272146
H-0713,1473,4,2.5,4591.0,1985.0,2,3.0,Waterfront,Fair,No,2021-08-08,365683
H-0714,2039,3,3.0,5577.0,2018.0,2,2.0,Waterfront,Poor,No,2021-01-19,381774
H-0715,1777,3,2.0,5421.0,1950.0,2,1.0,Rural,Average,No,2022-06-06,233640
H-0716,2461,5,2.0,7039.0,2002.0,2,1.0,Suburbs,Good,No,2020-08-15,384881
H-0717,1868,2,3.0,6256.0,1955.0,2,3.0,Rural,Average,No,2023-08-27,249103
H-0718,1890,1,1.0,6170.0,1986.0,2,2.0,Rural,Average,No,2023-02-12,213637
H-0719,1581,5,2.0,4482.0,1951.0,1,2.0,Industrial,Average,Yes,2023-07-13,173027
H-0720,1765,4,2.5,5643.0,2018.0,2,2.0,Downtown,Poor,No,2021-10-29,302715
H-0721,1984,5,2.5,7308.0,1990.0,2,2.0,Suburbs,Fair,No,2023-10-29,314727
H-0722,773,4,3.0,1994.0,2000.0,2,1.0,Industrial,Good,Yes,2022-04-06,142213
H-0723,991,4,2.0,2509.0,1996.0,2,2.0,Industrial,Good,No,2020-06-07,159275
H-0724,2245,3,2.5,7656.0,1962.0,3,2.0,Suburbs,Good,No,2021-01-10,353756
H-0725,1902,4,2.5,5623.0,2018.0,1,2.0,Downtown,Good,No,2023-04-05,509543
H-0726,1689,5,2.5,2833.0,2015.0,2,0.0,Waterfront,Good,No,2024-02-09,486019
H-0727,1811,4,2.5,6755.0,2008.0,3,0.0,Suburbs,Fair,Yes,2020-06-08,277130
H-0728,2008,2,2.0,3166.0,2017.0,2,2.0,Rural,Average,Yes,2023-12-17,254561
H-0729,1476,3,1.0,4975.0,2008.0,1,2.0,Suburbs,Average,No,2023-08-30,285939
H-0730,1333,2,1.5,4528.0,1959.0,3,2.0,Suburbs,Good,No,2021-08-19,196548
H-0731,1917,3,2.0,7443.0,1962.0,1,2.0,Downtown,Average,No,2023-02-27,408402
H-0732,1212,3,2.5,1982.0,1951.0,2,2.0,Suburbs,Fair,No,2020-11-08,190116
H-0733,2044,4,3.0,6115.0,1964.0,2,3.0,Downtown,Fair,Yes,2023-09-23,393738
H-0734,778,4,3.0,1999.0,1995.0,2,1.0,Downtown,Excellent,No,2023-01-05,257311
H-0735,2417,3,3.0,5623.0,2006.0,2,2.0,Suburbs,Fair,Yes,2022-01-04,316362
H-0736,2083,4,2.0,3594.0,1959.0,1,2.0,Suburbs,Good,No,2023-12-18,304289
H-0737,1953,2,2.0,5676.0,1971.0,1,1.0,Suburbs,Average,Yes,2020-08-21,279422
H-0738,2389,2,2.0,6444.0,1957.0,2,2.0,Downtown,Good,No,2023-11-16,467200
H-0739,2799,2,1.5,4930.0,1970.0,1,3.0,Industrial,Average,No,2020-02-09,224258
H-0740,2408,3,1.0,7299.0,1971.0,3,2.0,Downtown,Excellent,Yes,2023-06-14,548860
H-0741,695,3,2.5,2324.0,1994.0,2,3.0,Suburbs,Average,No,2022-08-17,153197
H-0742,1032,3,4.0,3527.0,1989.0,1,,Suburbs,Average,No,2023-03-12,211685
H-0743,1425,3,1.5,5362.0,1971.0,2,2.0,Waterfront,Good,No,2021-11-21,376283
H-0744,1815,4,1.0,4580.0,1979.0,2,2.0,Suburbs,Poor,No,2023-12-18,229563
H-0745,2110,1,3.0,8192.0,2011.0,1,1.0,Downtown,Excellent,No,2021-06-08,548266
H-0746,1364,4,2.0,4997.0,2022.0,2,2.0,Downtown,Fair,No,2021-04-05,337780
H-0747,1912,4,3.0,4285.0,1994.0,3,2.0,Rural,Good,No,2021-05-20,262705
H-0748,1346,4,3.0,2554.0,1984.0,2,3.0,Rural,Average,No,2023-07-20,209832
H-0749,1433,5,3.5,3709.0,1991.0,2,2.0,Suburbs,Average,No,2022-04-09,278570
H-0750,956,1,2.0,2394.0,1954.0,2,1.0,Downtown,Good,No,2022-06-18,232966
H-0751,1246,2,3.0,3662.0,1976.0,1,0.0,Suburbs,Good,Yes,2023-10-24,242912
H-0752,988,5,2.5,2922.0,2019.0,1,3.0,Suburbs,Average,Yes,2023-10-27,258010
H-0753,1214,3,2.5,4097.0,2011.0,2,2.0,Rural,Fair,No,2020-09-27,170752
H-0754,2432,4,2.0,6748.0,1981.0,3,3.0,Downtown,Poor,No,2022-07-09,389932
H-0755,1230,4,1.5,2167.0,1957.0,1,2.0,Suburbs,Excellent,No,2020-07-29,265427
H-0756,3379,4,2.5,12318.0,1967.0,2,2.0,Suburbs,Good,No,2023-12-24,547592
H-0757,2095,5,2.5,4764.0,1964.0,3,2.0,Rural,Average,No,2023-11-02,236152
H-0758,1910,6,3.0,7502.0,1975.0,1,1.0,Rural,Average,No,2023-11-22,280669
H-0759,1284,4,3.0,2304.0,2002.0,1,2.0,Industrial,Poor,No,2023-03-25,104025
H-0760,2220,3,3.0,8648.0,1993.0,3,2.0,Suburbs,Excellent,Yes,2022-02-20,468493
H-0761,1454,5,1.5,2511.0,1981.0,2,2.0,Suburbs,Average,No,2021-11-08,273371
H-0762,1873,1,3.0,3891.0,,1,2.0,Suburbs,Average,No,2021-10-23,273934
H-0763,3336,3,2.5,5392.0,1988.0,2,1.0,Suburbs,Good,No,2020-04-20,465071
H-0764,1742,5,3.5,5683.0,1981.0,1,2.0,Downtown,Average,No,2024-05-07,462650
H-0765,2489,3,3.5,9024.0,1967.0,2,0.0,Suburbs,,No,2022-01-23,457317
H-0766,1378,3,1.0,3562.0,2019.0,2,1.0,Downtown,Average,No,2024-04-06,358603
H-0767,1779,2,3.0,6798.0,1960.0,2,2.0,Industrial,Average,No,2024-01-11,198805
H-0768,2862,5,1.0,8516.0,1981.0,2,0.0,Rural,Good,No,2023-10-19,341818
H-0769,1423,3,2.0,4375.0,1969.0,2,2.0,Downtown,Excellent,Yes,2022-09-11,405690
H-0770,2887,4,2.5,10432.0,1989.0,1,1.0,Downtown,Poor,No,2020-06-19,437049
H-0771,2224,3,1.5,4986.0,1957.0,1,1.0,Suburbs,Fair,No,2021-06-26,271665
H-0772,1462,4,3.0,3487.0,,2,1.0,Suburbs,Fair,Yes,2022-10-07,250210
H-0773,2179,4,1.0,8203.0,2018.0,2,1.0,Suburbs,Poor,Yes,2020-01-23,256958
H-0774,2383,3,1.5,8941.0,1970.0,1,2.0,Suburbs,Good,Yes,2020-03-12,338599
H-0775,2173,3,2.5,8564.0,1973.0,2,2.0,Industrial,Good,No,2023-02-08,239647
H-0776,857,3,3.0,3217.0,1966.0,2,3.0,Suburbs,Excellent,No,2024-01-26,258507
H-0777,1363,6,3.5,2478.0,1967.0,2,0.0,Suburbs,Fair,No,2023-12-02,205485
H-0778,1651,4,3.0,5876.0,1961.0,2,2.0,Waterfront,Fair,Yes,2020-10-08,393053
H-0779,1755,5,3.0,4430.0,1965.0,1,2.0,Downtown,Average,No,2024-03-05,427040
H-0780,2172,3,2.0,8638.0,1953.0,1,1.0,Downtown,Fair,No,2023-03-11,384538
H-0781,1906,4,1.0,5109.0,1983.0,2,2.0,Suburbs,Average,No,2023-04-14,315757
H-0782,998,4,1.5,2878.0,1995.0,2,2.0,Rural,Good,No,2021-05-23,130293
H-0783,2028,4,2.5,5727.0,1980.0,2,2.0,Suburbs,Good,No,2023-04-13,356118
H-0784,2166,5,3.0,4991.0,,3,2.0,Downtown,Good,No,2023-04-03,501150
H-0785,2135,3,2.0,3602.0,2023.0,3,2.0,Industrial,Good,No,2022-09-22,226019
H-0786,2448,2,3.0,9153.0,1973.0,1,1.0,Suburbs,Good,No,2021-08-21,394240
H-0787,2300,4,2.5,8065.0,2014.0,1,2.0,Rural,Fair,Yes,2023-09-19,243843
H-0788,2075,4,1.0,3836.0,1974.0,2,3.0,Waterfront,Good,No,2024-04-18,532651
H-0789,1757,4,1.5,6047.0,1977.0,1,2.0,Suburbs,Average,No,2023-12-27,285238
H-0790,803,3,3.0,2460.0,1985.0,2,2.0,Waterfront,Average,No,2021-02-10,297156
H-0791,2057,3,3.0,5189.0,1955.0,3,2.0,Rural,Poor,No,2022-01-16,142700
H-0792,1924,3,3.5,4107.0,2015.0,2,2.0,Industrial,Fair,No,2021-07-27,175472
H-0793,1962,3,1.5,7159.0,2016.0,1,2.0,Suburbs,Poor,No,2023-03-30,207419
H-0794,1033,4,4.0,3357.0,2021.0,1,0.0,Industrial,Good,No,2023-10-23,174643
H-0795,1151,4,2.0,3302.0,1997.0,2,2.0,Downtown,Good,No,2020-12-27,327843
H-0796,2431,3,1.0,7351.0,2019.0,2,2.0,Rural,Average,Yes,2024-05-04,287770
H-0797,1776,3,4.0,3068.0,2016.0,2,2.0,Suburbs,Good,No,2023-02-07,336373
H-0798,2208,3,2.0,5928.0,1997.0,1,2.0,Downtown,Average,No,2020-12-31,460555
H-0799,1816,2,3.0,3603.0,2014.0,1,2.0,Downtown,Good,No,2021-09-13,411331
H-0800,1817,4,1.5,3672.0,1993.0,3,2.0,Suburbs,Average,No,2020-06-24,316843
H-0801,2362,5,2.5,7447.0,2012.0,2,2.0,Suburbs,Poor,No,2022-09-26,315990
H-0802,1490,3,3.5,5629.0,1995.0,3,2.0,Suburbs,Good,No,2020-10-10,290499
H-0803,1857,4,2.0,4659.0,1968.0,2,2.0,Suburbs,Poor,Yes,2023-03-06,220442
H-0804,1522,5,3.0,3073.0,2013.0,2,1.0,Suburbs,Good,Yes,2023-05-19,322688
H-0805,1539,4,1.5,4804.0,2022.0,1,3.0,Suburbs,Good,No,2022-03-13,335087
H-0806,1614,2,2.5,5936.0,2020.0,2,2.0,Suburbs,Average,No,2020-06-06,282964
H-0807,1933,5,2.0,6515.0,1999.0,2,2.0,Waterfront,Fair,No,2022-10-19,473857
H-0808,1512,3,2.0,5551.0,,3,2.0,Rural,,No,2021-09-15,198149
H-0809,2553,3,2.0,7254.0,1990.0,1,0.0,Downtown,Average,No,2024-05-08,495962
H-0810,1263,2,1.5,4268.0,1956.0,1,3.0,Suburbs,Good,No,2022-05-09,274427
H-0811,1687,3,3.5,3121.0,1958.0,2,2.0,Rural,Excellent,No,2020-04-30,201757
H-0812,1536,2,2.0,3641.0,1953.0,1,2.0,Downtown,Good,No,2022-11-30,334662
H-0813,2668,3,2.0,6600.0,1998.0,2,0.0,Suburbs,Good,Yes,2023-07-28,428922
H-0814,1917,3,2.0,5325.0,1955.0,1,2.0,Suburbs,Poor,No,2020-09-25,221185
H-0815,2419,4,2.0,9247.0,1970.0,1,0.0,Industrial,Fair,No,2022-01-21,203014
H-0816,908,5,3.0,3346.0,1964.0,2,2.0,Suburbs,Good,No,2023-05-29,241046
H-0817,1960,3,4.0,3599.0,2016.0,2,2.0,Rural,Average,No,2020-02-04,260402
H-0818,2333,5,2.0,,2015.0,2,1.0,Suburbs,Average,No,2020-02-18,457803
H-0819,1849,5,3.5,4426.0,,1,2.0,Rural,Excellent,No,2023-02-07,304440
H-0820,2439,4,2.5,5431.0,2017.0,3,2.0,Suburbs,Good,No,2023-04-28,441354
H-0821,1489,2,1.5,4521.0,1981.0,1,2.0,Suburbs,Average,No,2023-11-16,224786
H-0822,2645,4,3.0,9937.0,2015.0,1,2.0,Suburbs,Average,No,2021-10-30,457890
H-0823,3179,5,2.5,12416.0,1978.0,2,1.0,Industrial,Good,Yes,2021-10-14,323990
H-0824,1582,4,3.0,4957.0,2015.0,1,,Downtown,Poor,Yes,2022-07-13,293896
H-0825,1532,3,3.5,5508.0,1983.0,2,3.0,Downtown,Average,No,2023-06-21,389634
H-0826,2672,3,2.0,7516.0,1976.0,3,2.0,Rural,Good,No,2022-12-09,310199
H-0827,2747,4,3.5,,2009.0,2,2.0,Suburbs,Good,No,2021-07-01,480246
H-0828,1486,3,3.0,4178.0,1988.0,2,0.0,Suburbs,Fair,No,2021-08-03,270734
H-0829,1547,2,2.5,4467.0,1993.0,2,2.0,Suburbs,Average,No,2023-07-01,273174
H-0830,1630,3,2.5,5470.0,1985.0,1,2.0,Suburbs,Average,No,2022-06-13,306627
H-0831,993,4,2.0,2035.0,1968.0,2,2.0,Suburbs,Good,No,2020-06-13,220792
H-0832,1248,5,4.0,3021.0,1994.0,2,1.0,Waterfront,Good,No,2020-09-13,428943
H-0833,1197,2,3.0,2884.0,1970.0,3,2.0,Downtown,Good,Yes,2023-11-25,287019
H-0834,1339,5,1.0,5220.0,1972.0,1,1.0,Waterfront,Good,Yes,2024-07-29,377535
H-0835,1779,3,2.0,4642.0,1976.0,2,3.0,Suburbs,Average,Yes,2021-07-15,269016
H-0836,1940,4,2.5,6572.0,2021.0,3,2.0,Suburbs,Good,Yes,2021-10-09,411072
H-0837,2730,4,1.0,9219.0,1968.0,2,2.0,Suburbs,Good,No,2020-09-15,422029
H-0838,1200,4,1.0,2596.0,1990.0,3,2.0,Rural,Good,Yes,2021-01-29,169271
H-0839,2390,5,2.5,7001.0,1975.0,2,3.0,Downtown,Average,No,2021-12-11,566304
H-0840,1671,3,2.0,6242.0,1977.0,2,3.0,Rural,Fair,No,2021-04-21,201665
H-0841,1770,5,2.0,4757.0,2013.0,2,0.0,Rural,Fair,Yes,2023-03-20,198046
H-0842,2204,2,2.0,8513.0,2017.0,1,3.0,Downtown,Fair,No,2022-06-19,421841
H-0843,1126,4,1.5,2292.0,2000.0,1,3.0,Downtown,Average,No,2023-10-08,312000
H-0844,2029,4,3.0,3419.0,2023.0,2,2.0,Suburbs,Good,No,2023-04-27,438662
H-0845,1899,4,2.5,7080.0,1997.0,2,2.0,Rural,Average,No,2020-08-02,250633
H-0846,2095,3,2.0,7582.0,1959.0,3,2.0,Suburbs,Excellent,Yes,2020-07-25,454793
H-0847,1973,5,2.0,7855.0,2022.0,3,2.0,Rural,Fair,No,2024-02-08,208093
H-0848,3273,2,2.5,10468.0,1988.0,3,1.0,Suburbs,Fair,No,2023-10-03,407249
H-0849,1417,2,1.0,5443.0,1968.0,1,2.0,Rural,Average,Yes,2022-02-22,184468
H-0850,1481,4,1.5,5283.0,2013.0,2,0.0,Suburbs,Excellent,No,2020-08-06,352715
H-0851,1426,3,1.0,5149.0,1968.0,2,2.0,Suburbs,Poor,No,2024-02-13,182866
H-0852,1466,4,3.0,4284.0,2011.0,3,3.0,Industrial,Fair,No,2021-01-21,148409
H-0853,1417,3,3.0,3480.0,1962.0,2,2.0,Rural,Average,No,2020-02-29,150610
H-0854,2513,2,3.0,9640.0,1974.0,1,2.0,Suburbs,Excellent,Yes,2024-03-27,467044
H-0855,2652,4,3.0,6842.0,1991.0,3,2.0,Rural,Good,No,2023-09-16,342451
H-0856,1457,3,3.0,4148.0,1988.0,2,1.0,Rural,Excellent,No,2023-03-06,257395
H-0857,1300,2,2.5,3399.0,1979.0,2,2.0,Suburbs,Good,No,2020-02-26,243953
H-0858,2082,4,2.5,6062.0,1954.0,2,2.0,Suburbs,Average,No,2022-06-03,333566
H-0859,1468,3,1.0,3928.0,1967.0,2,1.0,Suburbs,Fair,No,2022-12-30,202090
H-0860,2179,4,2.5,3529.0,1970.0,2,1.0,Industrial,Good,Yes,2023-06-25,217455
H-0861,1921,3,3.0,7117.0,1999.0,2,2.0,Suburbs,Average,No,2022-02-27,372482
H-0862,890,4,2.5,2323.0,1955.0,2,2.0,Downtown,Good,No,2024-05-14,261392
H-0863,2728,4,2.0,8108.0,1999.0,1,3.0,Suburbs,Good,No,2021-02-13,478329
H-0864,2877,4,2.0,5316.0,2015.0,2,1.0,Downtown,Poor,No,2020-04-26,425506
H-0865,1432,2,2.5,2160.0,1950.0,2,0.0,Suburbs,Average,No,2021-07-11,194084
H-0866,1567,4,3.0,3311.0,2006.0,2,2.0,Suburbs,Average,Yes,2023-01-12,290666
H-0867,1971,4,3.5,6428.0,1979.0,2,2.0,Suburbs,Good,No,2023-05-19,401347
H-0868,2000,4,2.0,3495.0,2007.0,2,2.0,Industrial,Good,No,2023-05-21,219506
H-0869,2195,3,3.0,8280.0,2001.0,2,2.0,Industrial,Good,No,2020-07-04,261707
H-0870,3006,5,2.5,6124.0,1986.0,2,2.0,Downtown,Good,No,2024-01-21,665044
H-0871,1693,4,3.5,3405.0,1997.0,2,2.0,Suburbs,Good,No,2021-04-15,312385
H-0872,1321,2,2.5,2580.0,1950.0,2,0.0,Waterfront,Fair,No,2020-12-17,238341
H-0873,972,3,2.5,1491.0,,2,2.0,Suburbs,Excellent,No,2022-10-25,234743
H-0874,1361,5,2.5,4667.0,1995.0,2,1.0,Rural,Good,No,2020-12-20,204045
H-0875,1780,1,3.0,6563.0,2016.0,1,0.0,Waterfront,Average,No,2022-04-30,443880
H-0876,2876,5,4.0,8729.0,1951.0,3,1.0,Rural,Fair,Yes,2021-11-12,268836
H-0877,1489,4,1.0,2934.0,2005.0,2,1.0,Suburbs,Poor,No,2021-01-23,201132
H-0878,1934,4,1.0,4280.0,1966.0,2,3.0,Industrial,Fair,No,2021-05-03,159391
H-0879,1790,3,3.5,4814.0,1971.0,2,1.0,Waterfront,Good,No,2021-12-16,474310
H-0880,2513,3,2.5,9765.0,1976.0,3,1.0,Rural,Good,Yes,2021-08-02,260539
H-0881,3316,5,2.5,7024.0,2004.0,1,2.0,Suburbs,Fair,No,2021-09-30,443338
H-0882,1481,3,2.5,4930.0,1981.0,2,2.0,Rural,Fair,No,2023-05-16,150686
H-0883,1506,4,1.0,3913.0,2009.0,1,2.0,Suburbs,Average,No,2020-10-08,274635
H-0884,2426,3,3.0,5445.0,1977.0,2,2.0,Suburbs,Good,No,2022-11-16,391501
H-0885,2209,2,3.0,5831.0,1977.0,3,2.0,Suburbs,Good,No,2023-02-09,373716
H-0886,2908,1,2.0,4879.0,2023.0,2,,Industrial,Fair,No,2023-09-04,250411
H-0887,2150,3,2.0,7517.0,1974.0,2,1.0,Waterfront,Good,Yes,2023-11-19,503977
H-0888,1584,6,3.0,3339.0,1975.0,3,3.0,Rural,Average,Yes,2020-09-22,225051
H-0889,2154,3,1.0,7137.0,2020.0,2,1.0,Suburbs,Poor,No,2020-08-19,233471
H-0890,2465,3,3.5,4118.0,1966.0,2,1.0,Suburbs,Average,No,2022-10-26,338668
H-0891,2292,3,2.0,8910.0,1956.0,2,2.0,Waterfront,Good,No,2023-06-21,545452
H-0892,2104,3,2.5,4171.0,2005.0,2,1.0,Suburbs,Good,No,2021-03-31,340902
H-0893,2440,3,3.5,9044.0,2013.0,2,2.0,Waterfront,Excellent,Yes,2022-05-30,788065
H-0894,2501,5,3.0,8812.0,1969.0,3,2.0,Suburbs,Average,No,2023-07-16,419657
H-0895,2629,3,2.0,10304.0,1987.0,2,,Rural,Average,No,2023-07-08,296091
H-0896,2189,3,3.0,5898.0,2007.0,2,2.0,Waterfront,Good,No,2022-12-30,604345
H-0897,1699,2,2.0,5638.0,1965.0,1,1.0,Suburbs,Good,No,2020-05-11,245554
H-0898,1888,6,2.0,4581.0,2000.0,2,3.0,Downtown,Excellent,No,2020-03-25,564086
