customer_id,gender,senior_citizen,partner,tenure,internet_service,contract_type,payment_method,monthly_charges,total_charges,support_calls,age,income,signup_date,churn
CUST-00697,Male,1,No,9,No,Two year,Electronic check,67.91,689.6,0.0,46.0,38563.0,2022-12-15,No
CUST-00698,Male,0,Yes,23,DSL,Month-to-month,Bank transfer,120.0,2777.41,,24.0,31347.0,2022-06-18,Yes
CUST-00699,Female,1,No,4,Fiber optic,Two year,Electronic check,95.86,347.42,0.0,54.0,46028.0,2018-03-11,No
CUST-00700,Male,0,Yes,44,DSL,One year,Bank transfer,37.35,1571.26,2.0,39.0,70804.0,2022-11-14,No
CUST-00701,Female,1,No,40,DSL,Month-to-month,Bank transfer,120.0,4839.23,0.0,34.0,48276.0,2022-04-20,No
CUST-00702,Male,0,Yes,15,No,Two year,Mailed check,64.07,932.69,2.0,56.0,43032.0,2021-08-25,No
CUST-00703,Male,0,Yes,45,Fiber optic,Two year,Bank transfer,102.39,4639.71,2.0,32.0,50768.0,2022-01-01,No
CUST-00704,Female,0,No,6,Fiber optic,Two year,Bank transfer,,201.59,1.0,22.0,34121.0,2023-11-22,No
CUST-00705,Male,0,No,0,Fiber optic,One year,Electronic check,18.0,23.92,2.0,20.0,39897.0,2018-01-16,No
CUST-00706,Female,0,No,23,No,Month-to-month,Bank transfer,22.75,524.93,1.0,50.0,15000.0,2019-01-03,Yes
CUST-00707,Male,0,No,14,DSL,Month-to-month,Bank transfer,18.0,271.18,2.0,24.0,87924.0,2023-09-28,No
CUST-00708,Female,0,Yes,20,DSL,One year,Mailed check,120.0,2394.03,0.0,66.0,,2018-01-20,No
CUST-00709,Female,0,No,55,No,Month-to-month,Electronic check,71.44,3897.43,1.0,18.0,30820.0,2023-10-19,No
CUST-00710,Male,1,Yes,72,No,One year,Electronic check,37.26,2634.55,0.0,65.0,153160.0,2018-03-11,No
CUST-00711,Male,0,Yes,24,Fiber optic,One year,Credit card,78.58,1766.67,1.0,44.0,51648.0,2022-12-31,No
CUST-00712,Female,0,Yes,34,Fiber optic,Month-to-month,Mailed check,70.68,2394.06,1.0,40.0,26326.0,2023-09-19,No
CUST-00713,Male,0,No,2,DSL,Month-to-month,Electronic check,83.63,243.23,0.0,34.0,,2021-12-06,No
CUST-00714,Female,0,Yes,4,No,Two year,Electronic check,101.29,441.66,1.0,47.0,62244.0,2022-02-11,Yes
CUST-00715,Female,0,Yes,31,Fiber optic,Month-to-month,Electronic check,56.3,1756.69,3.0,41.0,62115.0,2018-04-29,No
CUST-00716,Female,0,No,13,DSL,Month-to-month,Electronic check,38.6,465.1,1.0,57.0,37969.0,2019-05-10,Yes
CUST-00717,Female,0,No,14,Fiber optic,Month-to-month,Mailed check,,1307.49,1.0,43.0,64234.0,2023-10-09,Yes
CUST-00718,Male,1,No,8,DSL,Month-to-month,Electronic check,89.07,706.59,1.0,44.0,41895.0,2023-04-14,Yes
CUST-00719,Female,1,No,22,DSL,Month-to-month,Credit card,68.02,1575.19,0.0,36.0,68429.0,2018-05-20,No
CUST-00720,Male,0,No,4,DSL,Month-to-month,Credit card,120.0,430.95,1.0,41.0,15631.0,2023-03-20,Yes
CUST-00721,Male,0,No,23,DSL,Month-to-month,Mailed check,51.87,1155.51,,46.0,37785.0,2020-09-19,No
CUST-00722,Female,0,Yes,4,DSL,One year,Credit card,38.0,109.64,0.0,18.0,137763.0,2021-08-06,No
CUST-00723,Female,1,No,1,DSL,Month-to-month,Mailed check,77.54,3.43,2.0,,30938.0,2018-09-11,No
CUST-00724,Female,0,No,9,DSL,Month-to-month,Bank transfer,44.75,355.9,2.0,52.0,34121.0,2020-07-23,No
CUST-00725,Female,0,Yes,6,DSL,Two year,Electronic check,79.87,484.38,2.0,44.0,37467.0,2020-10-15,No
CUST-00726,Female,0,Yes,52,DSL,One year,Electronic check,40.01,2044.91,2.0,39.0,23649.0,2022-04-18,No
CUST-00727,Male,1,No,1,DSL,Month-to-month,Electronic check,52.99,0.0,0.0,42.0,15000.0,2022-03-21,Yes
CUST-00728,Female,0,No,4,Fiber optic,Two year,Electronic check,,533.71,1.0,46.0,42686.0,2021-07-10,No
CUST-00729,Male,0,No,19,Fiber optic,Month-to-month,Bank transfer,52.83,919.57,0.0,34.0,53184.0,2018-03-15,No
CUST-00730,Male,0,Yes,15,DSL,Month-to-month,Electronic check,41.03,644.91,2.0,31.0,47500.0,2019-01-14,Yes
CUST-00731,Female,0,No,1,DSL,Two year,Electronic check,100.12,101.68,1.0,44.0,44939.0,2019-01-11,Yes
CUST-00732,Female,0,No,0,No,Month-to-month,Credit card,33.47,105.87,4.0,28.0,50303.0,2023-09-11,No
CUST-00733,Female,0,No,72,Fiber optic,Two year,Bank transfer,44.21,3232.97,2.0,47.0,90554.0,2023-10-14,No
CUST-00734,Male,0,Yes,25,Fiber optic,Two year,Mailed check,82.3,2032.27,2.0,18.0,43727.0,2023-03-05,No
CUST-00735,Female,0,No,10,Fiber optic,Month-to-month,Electronic check,93.15,896.4,1.0,56.0,34736.0,2019-02-14,Yes
CUST-00736,Female,0,No,15,DSL,Month-to-month,Credit card,101.61,1599.29,2.0,48.0,41411.0,2023-05-23,No
CUST-00737,Male,0,Yes,7,Fiber optic,Month-to-month,Electronic check,42.58,224.27,2.0,45.0,69397.0,2019-03-16,Yes
CUST-00738,Male,0,Yes,10,Fiber optic,Month-to-month,Bank transfer,82.88,838.34,2.0,,114372.0,2021-07-23,No
CUST-00739,Male,1,Yes,25,Fiber optic,Two year,Bank transfer,51.02,1268.94,2.0,65.0,33627.0,2022-09-16,No
CUST-00740,Male,0,No,51,Fiber optic,Month-to-month,Mailed check,46.83,2371.17,0.0,56.0,52018.0,2018-05-01,No
CUST-00741,Male,0,No,4,Fiber optic,Month-to-month,Credit card,101.1,422.08,2.0,18.0,60054.0,2021-11-01,No
CUST-00742,Male,0,Yes,44,Fiber optic,One year,Electronic check,48.51,2143.92,0.0,24.0,27023.0,2019-08-12,No
CUST-00743,Female,0,No,3,DSL,Month-to-month,Credit card,73.35,242.92,0.0,33.0,49625.0,2021-03-12,Yes
CUST-00744,Female,0,No,5,DSL,Month-to-month,Bank transfer,69.67,355.3,1.0,42.0,20345.0,2020-06-18,No
CUST-00745,Female,0,Yes,0,DSL,Month-to-month,Bank transfer,32.88,20.88,2.0,49.0,16959.0,2022-05-28,No
CUST-00746,Male,0,No,3,DSL,One year,Credit card,,286.61,1.0,31.0,,2021-02-20,Yes
CUST-00747,Male,0,No,59,Fiber optic,Month-to-month,Bank transfer,81.81,4793.82,2.0,44.0,38936.0,2019-12-08,Yes
CUST-00748,Male,0,Yes,14,DSL,Month-to-month,Bank transfer,18.0,252.2,2.0,31.0,55346.0,2023-11-03,Yes
CUST-00749,Female,0,No,1,No,Month-to-month,Electronic check,73.32,37.6,1.0,33.0,48497.0,2024-02-26,Yes
CUST-00750,Male,0,No,72,Fiber optic,One year,Credit card,41.81,2971.3,2.0,22.0,27286.0,2023-02-22,No
CUST-00751,Male,0,Yes,50,Fiber optic,Month-to-month,Bank transfer,97.91,4878.69,1.0,29.0,47707.0,2021-09-22,No
CUST-00752,Female,0,No,33,DSL,Month-to-month,Credit card,,708.15,1.0,23.0,23391.0,2023-09-04,No
CUST-00753,Male,0,No,65,DSL,Month-to-month,Credit card,54.31,3531.91,1.0,28.0,112936.0,2021-11-10,No
CUST-00754,Female,0,No,5,Fiber optic,One year,Electronic check,75.86,425.12,0.0,56.0,21729.0,2018-12-15,No
CUST-00755,Male,0,Yes,43,Fiber optic,Month-to-month,Mailed check,66.63,2840.17,0.0,28.0,43587.0,2018-02-10,Yes
CUST-00756,Female,0,Yes,28,DSL,One year,Credit card,87.89,2470.76,0.0,78.0,26229.0,2022-08-28,No
CUST-00757,Female,0,Yes,48,No,Month-to-month,Bank transfer,19.45,939.5,0.0,48.0,69026.0,2022-10-30,No
CUST-00758,Male,0,Yes,38,DSL,One year,Mailed check,114.56,,3.0,44.0,40180.0,2023-12-10,No
CUST-00759,Male,0,No,10,Fiber optic,One year,Electronic check,80.75,811.19,0.0,29.0,35911.0,2023-04-16,Yes
CUST-00760,Male,0,No,35,No,Two year,Mailed check,105.79,3752.79,1.0,51.0,81790.0,2022-02-07,No
CUST-00761,Female,1,Yes,7,DSL,One year,Bank transfer,91.23,647.94,3.0,33.0,49894.0,2019-03-22,Yes
CUST-00762,Female,0,No,9,Fiber optic,Month-to-month,Bank transfer,64.65,593.18,1.0,43.0,66835.0,2021-10-23,No
CUST-00763,Female,1,Yes,2,No,Two year,Mailed check,26.47,17.67,3.0,77.0,27206.0,2020-10-15,No
CUST-00764,Male,0,Yes,65,DSL,One year,Electronic check,48.09,3224.29,2.0,40.0,21101.0,2019-06-28,No
CUST-00765,Female,0,Yes,8,No,Two year,Bank transfer,112.69,869.1,1.0,58.0,,2023-02-16,No
CUST-00766,Male,0,Yes,17,Fiber optic,Month-to-month,Credit card,106.56,1728.13,1.0,,40485.0,2018-12-17,No
CUST-00767,Male,0,Yes,11,No,One year,Mailed check,46.41,553.52,0.0,41.0,71386.0,2022-01-16,No
CUST-00768,Male,0,Yes,72,DSL,Month-to-month,Credit card,18.0,1290.26,1.0,66.0,46725.0,2021-12-01,No
CUST-00769,Female,0,No,9,No,One year,Mailed check,58.62,512.43,0.0,33.0,55439.0,2019-12-13,No
CUST-00770,Female,0,Yes,36,Fiber optic,Two year,Credit card,56.37,2002.04,3.0,67.0,18508.0,2020-10-02,No
CUST-00771,Male,0,No,46,Fiber optic,One year,Bank transfer,57.51,2739.05,3.0,51.0,152216.0,2018-10-01,No
CUST-00772,Female,0,No,13,No,One year,Credit card,80.86,1068.91,0.0,34.0,44420.0,2018-03-01,No
CUST-00773,Male,0,Yes,11,Fiber optic,Month-to-month,Bank transfer,91.29,1031.68,0.0,50.0,74499.0,2018-01-31,No
CUST-00774,Female,0,No,33,DSL,Month-to-month,Electronic check,94.71,3133.56,2.0,55.0,29683.0,2019-02-13,Yes
CUST-00775,Female,0,Yes,58,DSL,Month-to-month,Credit card,78.37,4558.96,1.0,,58971.0,2023-07-25,No
CUST-00776,Female,0,No,33,DSL,Month-to-month,Bank transfer,18.0,663.93,2.0,20.0,22433.0,2021-05-09,No
CUST-00777,Female,0,Yes,6,Fiber optic,Month-to-month,Electronic check,54.76,316.02,0.0,31.0,64295.0,2018-10-02,No
CUST-00778,Male,0,No,52,No,Month-to-month,Electronic check,120.0,6167.15,1.0,38.0,39593.0,2023-10-23,No
CUST-00779,Male,0,No,11,Fiber optic,Month-to-month,Mailed check,76.23,881.93,4.0,40.0,49886.0,2021-08-25,No
CUST-00780,Female,0,Yes,20,Fiber optic,Month-to-month,Bank transfer,76.03,1545.44,2.0,50.0,74517.0,2018-03-07,Yes
CUST-00781,Female,0,Yes,42,Fiber optic,One year,Bank transfer,75.78,3188.16,2.0,44.0,23399.0,2022-11-23,No
CUST-00782,Male,0,No,5,DSL,One year,Mailed check,77.46,410.84,0.0,23.0,32510.0,2021-01-14,No
CUST-00783,Female,0,Yes,36,Fiber optic,Month-to-month,Electronic check,18.0,629.46,1.0,47.0,64498.0,2021-06-02,No
CUST-00784,Male,0,Yes,21,DSL,Month-to-month,Mailed check,57.81,1215.04,0.0,50.0,172634.0,2021-12-07,No
CUST-00785,Female,0,Yes,53,DSL,Two year,Electronic check,63.86,3377.99,4.0,49.0,45123.0,2018-08-10,No
CUST-00786,Female,0,Yes,4,Fiber optic,Month-to-month,Mailed check,103.44,384.19,3.0,57.0,69890.0,2024-01-30,No
CUST-00787,Male,0,Yes,13,DSL,Two year,Credit card,66.43,923.05,3.0,53.0,45973.0,2019-08-22,No
CUST-00788,Female,0,No,42,DSL,Month-to-month,Credit card,18.0,685.39,1.0,48.0,157211.0,2021-12-27,No
CUST-00789,Female,0,Yes,0,Fiber optic,Month-to-month,Electronic check,77.9,118.04,2.0,41.0,17182.0,2023-06-28,Yes
CUST-00790,Male,0,No,2,Fiber optic,Month-to-month,Bank transfer,40.89,125.65,1.0,,51884.0,2020-02-17,Yes
CUST-00791,Male,0,No,72,Fiber optic,Month-to-month,Mailed check,28.5,1963.1,1.0,48.0,18484.0,2022-01-10,No
CUST-00792,Male,0,No,7,No,Month-to-month,Electronic check,39.98,268.65,2.0,44.0,15000.0,2024-05-05,No
CUST-00793,Female,0,Yes,72,Fiber optic,Month-to-month,Credit card,81.28,5843.73,0.0,45.0,58599.0,2023-06-19,No
CUST-00794,Male,0,No,4,Fiber optic,One year,Mailed check,102.76,430.63,4.0,24.0,53300.0,2022-12-31,No
CUST-00795,Female,1,No,10,Fiber optic,Month-to-month,Mailed check,79.49,745.43,6.0,26.0,41319.0,2020-10-26,Yes
CUST-00796,Female,0,No,33,Fiber optic,One year,Bank transfer,83.96,2772.28,2.0,56.0,45994.0,2020-11-23,No
CUST-00797,Male,0,No,25,DSL,Two year,Electronic check,79.19,1973.69,2.0,,314575.0,2021-02-11,Yes
CUST-00798,Female,0,No,20,Fiber optic,One year,Electronic check,68.04,1323.92,0.0,51.0,41986.0,2022-06-06,No
CUST-00799,Female,0,No,18,DSL,Month-to-month,Electronic check,85.91,1502.54,0.0,42.0,66574.0,2018-12-05,No
CUST-00800,Female,0,Yes,44,DSL,Month-to-month,Mailed check,18.0,837.94,2.0,42.0,33202.0,2023-07-11,No
CUST-00801,Female,0,Yes,6,Fiber optic,Month-to-month,Electronic check,68.33,325.15,2.0,,58520.0,2018-02-12,No
CUST-00802,Female,0,No,14,Fiber optic,One year,Credit card,33.65,494.99,0.0,34.0,42491.0,2019-02-03,No
CUST-00803,Female,0,Yes,4,Fiber optic,One year,Bank transfer,99.89,439.44,2.0,43.0,38318.0,2021-02-02,Yes
CUST-00804,Male,1,Yes,21,Fiber optic,Month-to-month,Credit card,60.59,1261.46,3.0,35.0,145996.0,2019-08-14,No
CUST-00805,Male,1,No,6,Fiber optic,Month-to-month,Credit card,65.93,398.2,0.0,35.0,99340.0,2020-05-06,No
CUST-00806,Female,0,No,9,Fiber optic,Month-to-month,Bank transfer,19.85,236.82,1.0,,53212.0,2020-02-19,No
CUST-00807,Male,0,Yes,15,DSL,Two year,Electronic check,95.5,,1.0,45.0,15000.0,2019-09-23,Yes
CUST-00808,Female,0,No,0,Fiber optic,Month-to-month,Bank transfer,83.82,0.0,1.0,35.0,39473.0,2020-06-09,No
CUST-00809,Female,0,No,2,DSL,Two year,Electronic check,81.71,138.65,4.0,59.0,248156.0,2021-03-29,No
CUST-00810,Male,0,No,27,DSL,Two year,Electronic check,40.61,1154.74,2.0,29.0,42685.0,2021-01-21,No
CUST-00811,Male,1,Yes,13,Fiber optic,Two year,Bank transfer,41.79,607.88,2.0,39.0,95028.0,2023-03-18,No
CUST-00812,Male,0,No,48,DSL,Month-to-month,Bank transfer,,3372.29,1.0,35.0,116443.0,2019-12-23,No
CUST-00813,Male,0,Yes,28,Fiber optic,Month-to-month,Electronic check,44.17,,2.0,62.0,55903.0,2019-10-23,Yes
CUST-00814,Male,0,No,0,No,Month-to-month,Mailed check,78.05,40.95,2.0,44.0,29581.0,2021-03-27,No
CUST-00815,Female,0,Yes,23,Fiber optic,Two year,Electronic check,18.0,491.68,1.0,56.0,15000.0,2018-04-23,No
CUST-00816,Female,0,No,2,Fiber optic,Month-to-month,Bank transfer,50.37,120.0,3.0,21.0,73902.0,2018-09-19,No
CUST-00817,Male,1,Yes,36,Fiber optic,One year,Credit card,118.9,4278.19,1.0,45.0,30065.0,2023-02-25,No
CUST-00818,Male,0,No,72,No,Two year,Bank transfer,78.18,5686.22,1.0,54.0,54485.0,2021-03-02,No
CUST-00819,Male,0,No,18,DSL,Two year,Credit card,70.0,1294.95,0.0,43.0,23158.0,2018-06-05,No
CUST-00820,Female,0,Yes,27,Fiber optic,One year,Mailed check,120.0,3352.24,0.0,56.0,41808.0,2020-10-28,No
CUST-00821,Male,0,No,6,Fiber optic,Month-to-month,Electronic check,18.0,155.94,2.0,34.0,50022.0,2020-07-22,No
CUST-00822,Male,0,No,13,No,Month-to-month,Bank transfer,40.54,534.7,0.0,61.0,57592.0,2019-07-31,No
CUST-00823,Female,1,No,46,DSL,Month-to-month,Electronic check,52.96,2377.45,4.0,74.0,25112.0,2020-05-21,No
CUST-00824,Female,0,No,4,DSL,Two year,Mailed check,90.75,333.95,3.0,36.0,100523.0,2019-03-18,Yes
CUST-00825,Male,0,No,7,No,Two year,Bank transfer,91.27,567.09,2.0,35.0,34264.0,2020-11-18,No
CUST-00826,Female,0,No,14,DSL,Month-to-month,Credit card,39.02,535.53,3.0,62.0,17949.0,2020-08-15,No
CUST-00827,Female,0,Yes,29,DSL,Month-to-month,Mailed check,94.94,2799.56,,64.0,45916.0,2021-11-24,No
CUST-00828,Male,0,Yes,11,Fiber optic,One year,Credit card,52.9,581.72,2.0,34.0,50042.0,2024-01-17,No
CUST-00829,Female,0,Yes,63,Fiber optic,Month-to-month,Mailed check,101.35,6436.14,4.0,36.0,53979.0,2019-03-11,No
CUST-00830,Male,0,Yes,2,No,Month-to-month,Electronic check,34.02,84.92,3.0,38.0,110999.0,2020-09-05,Yes
CUST-00831,Male,0,Yes,11,Fiber optic,Month-to-month,Mailed check,61.3,654.15,1.0,23.0,42537.0,2021-08-10,No
CUST-00832,Female,0,No,29,Fiber optic,Two year,Credit card,50.29,1462.79,3.0,29.0,,2021-07-05,No
CUST-00833,Female,0,Yes,6,DSL,Two year,Mailed check,96.68,603.68,1.0,27.0,25288.0,2022-03-30,Yes
CUST-00834,Male,0,Yes,25,Fiber optic,One year,Bank transfer,49.32,1239.96,3.0,31.0,80204.0,2019-09-20,No
CUST-00835,Male,1,Yes,4,DSL,One year,Mailed check,63.73,262.45,1.0,41.0,54752.0,2022-01-26,No
CUST-00836,Female,0,Yes,1,DSL,Month-to-month,Mailed check,80.2,41.75,2.0,45.0,38100.0,2019-04-17,No
CUST-00837,Female,0,No,3,No,One year,Electronic check,81.36,222.43,2.0,63.0,15633.0,2018-10-21,Yes
CUST-00838,Female,0,No,63,DSL,Month-to-month,Electronic check,91.61,5884.35,1.0,28.0,116616.0,2023-05-03,No
CUST-00839,Female,0,No,19,Fiber optic,Month-to-month,Electronic check,71.33,1416.69,3.0,55.0,23467.0,2021-01-14,Yes
CUST-00840,Male,0,Yes,38,No,Month-to-month,Mailed check,52.45,1919.41,1.0,39.0,34380.0,2020-07-19,Yes
CUST-00841,Female,0,No,9,DSL,Month-to-month,Credit card,54.51,372.24,0.0,41.0,60779.0,2023-12-16,No
CUST-00842,Female,1,No,21,DSL,Two year,Credit card,65.77,1384.98,1.0,51.0,23910.0,2022-07-21,No
CUST-00843,Male,1,Yes,16,Fiber optic,Two year,Electronic check,72.49,1204.51,2.0,26.0,20008.0,2022-05-06,No
CUST-00844,Male,0,No,69,DSL,One year,Bank transfer,60.58,4154.02,1.0,47.0,15000.0,2019-04-01,No
CUST-00845,Male,0,No,33,Fiber optic,One year,Mailed check,65.58,2215.22,0.0,44.0,75553.0,2019-05-06,No
CUST-00846,Male,0,No,31,DSL,Month-to-month,Bank transfer,19.48,606.86,1.0,48.0,35344.0,2021-02-05,No
CUST-00847,Male,0,Yes,1,No,One year,Bank transfer,85.02,76.87,1.0,46.0,283895.0,2022-03-09,No
CUST-00848,Male,0,No,19,No,One year,Electronic check,70.43,1375.98,1.0,76.0,26994.0,2020-07-15,No
CUST-00849,Male,0,Yes,15,No,Month-to-month,Credit card,95.06,1399.31,2.0,33.0,28201.0,2018-05-31,No
CUST-00850,Female,0,No,63,DSL,Month-to-month,Credit card,65.0,4080.66,0.0,34.0,34918.0,2022-05-20,No
CUST-00851,Male,0,No,7,DSL,One year,Electronic check,18.0,159.51,1.0,33.0,56719.0,2022-12-18,No
CUST-00852,Female,0,Yes,7,DSL,Month-to-month,Bank transfer,54.25,378.18,1.0,34.0,36970.0,2024-01-22,No
CUST-00853,Female,0,Yes,12,Fiber optic,Month-to-month,Electronic check,59.0,803.44,2.0,33.0,70784.0,2020-08-15,No
CUST-00854,Male,0,Yes,6,DSL,Month-to-month,Electronic check,87.29,558.43,0.0,58.0,27251.0,2019-08-28,No
CUST-00855,Male,0,No,3,No,Month-to-month,Credit card,18.0,85.44,1.0,,21397.0,2023-12-10,Yes
CUST-00856,Female,0,No,46,Fiber optic,One year,Bank transfer,66.24,3044.56,2.0,34.0,16665.0,2022-08-03,No
CUST-00857,Male,0,No,19,Fiber optic,One year,Electronic check,80.41,1571.53,0.0,30.0,15000.0,2018-05-30,No
CUST-00858,Female,0,No,47,Fiber optic,Month-to-month,Bank transfer,45.16,2106.39,1.0,48.0,35923.0,2021-09-21,No
CUST-00859,Male,0,No,42,Fiber optic,Two year,Credit card,67.24,2838.2,0.0,34.0,40921.0,2018-03-08,No
CUST-00860,Male,1,No,7,DSL,Two year,Credit card,46.19,277.52,2.0,50.0,33561.0,2019-06-15,Yes
CUST-00861,Male,0,Yes,19,DSL,Month-to-month,Electronic check,43.11,871.06,0.0,44.0,103367.0,2018-06-16,No
CUST-00862,Female,0,Yes,2,Fiber optic,One year,Credit card,52.75,120.03,1.0,20.0,102418.0,2019-04-26,No
CUST-00863,Female,0,No,59,Fiber optic,Month-to-month,Credit card,43.68,2676.25,2.0,63.0,40099.0,2021-02-21,No
CUST-00864,Male,0,Yes,12,DSL,One year,Bank transfer,85.51,1145.73,2.0,67.0,16708.0,2019-12-02,No
CUST-00865,Female,1,No,12,No,Two year,Mailed check,42.95,553.57,1.0,33.0,34890.0,2018-07-26,No
CUST-00866,Male,0,No,8,No,Month-to-month,Electronic check,37.91,306.7,2.0,36.0,34204.0,2021-02-03,Yes
CUST-00867,Female,0,No,14,DSL,One year,Electronic check,118.04,1605.26,3.0,46.0,33048.0,2022-07-18,No
CUST-00868,Male,1,No,6,Fiber optic,Two year,Mailed check,93.82,608.16,1.0,46.0,32253.0,2018-05-05,No
CUST-00869,Female,0,Yes,11,DSL,Month-to-month,Credit card,18.0,208.51,0.0,51.0,33120.0,2023-08-30,No
CUST-00870,Female,0,No,38,DSL,Month-to-month,Credit card,42.06,1625.18,2.0,70.0,38873.0,2022-03-11,No
CUST-00871,Male,0,Yes,43,No,Month-to-month,Mailed check,72.27,3194.1,3.0,39.0,33479.0,2021-05-02,No
CUST-00872,Female,0,Yes,8,No,Month-to-month,Bank transfer,74.71,556.46,2.0,30.0,55547.0,2020-07-17,No
CUST-00873,Female,0,No,15,Fiber optic,Month-to-month,Bank transfer,20.29,258.13,3.0,22.0,60853.0,2020-07-10,Yes
CUST-00874,Female,0,No,49,No,Month-to-month,Bank transfer,99.76,4876.42,1.0,31.0,28384.0,2020-02-26,No
CUST-00875,Female,0,No,1,Fiber optic,Month-to-month,Electronic check,89.76,130.82,3.0,41.0,105097.0,2018-09-29,Yes
CUST-00876,Female,1,No,52,Fiber optic,Month-to-month,Electronic check,79.46,4159.66,0.0,67.0,27226.0,2018-07-05,No
CUST-00877,Female,0,Yes,5,Fiber optic,One year,Electronic check,105.7,483.72,0.0,34.0,18570.0,2019-12-25,Yes
CUST-00878,Female,0,No,27,DSL,Two year,Electronic check,78.57,2159.22,,45.0,61603.0,2022-04-12,No
CUST-00879,Female,0,No,20,DSL,Two year,Electronic check,78.46,1509.14,2.0,41.0,30018.0,2019-11-07,No
CUST-00880,Female,0,Yes,19,Fiber optic,Month-to-month,Bank transfer,111.73,2080.98,1.0,58.0,59443.0,2023-03-19,Yes
CUST-00881,Female,0,No,47,Fiber optic,One year,Electronic check,98.04,4602.11,2.0,77.0,15000.0,2020-06-10,No
CUST-00882,Female,0,Yes,2,Fiber optic,Two year,Mailed check,39.75,51.83,0.0,34.0,113037.0,2022-01-18,No
CUST-00883,Male,0,No,10,Fiber optic,Two year,Credit card,84.0,884.49,3.0,35.0,73377.0,2020-10-08,Yes
CUST-00884,Female,0,No,18,DSL,Two year,Bank transfer,45.07,825.58,,56.0,19924.0,2021-03-12,No
CUST-00885,Male,0,No,40,Fiber optic,One year,Bank transfer,80.12,3293.08,4.0,,20185.0,2019-08-10,Yes
CUST-00886,Male,0,No,5,Fiber optic,Month-to-month,Electronic check,79.3,384.14,1.0,67.0,133700.0,2021-04-18,Yes
CUST-00887,Female,0,Yes,38,DSL,Month-to-month,Bank transfer,23.5,886.89,0.0,50.0,31494.0,2018-09-17,No
CUST-00888,Male,0,No,12,No,Month-to-month,Mailed check,61.34,796.6,1.0,36.0,,2020-06-25,No
CUST-00889,Female,0,Yes,5,Fiber optic,Month-to-month,Bank transfer,72.96,360.25,3.0,50.0,15000.0,2020-11-16,Yes
CUST-00890,Female,0,No,34,DSL,Two year,Mailed check,51.91,1839.64,0.0,57.0,39716.0,2022-07-08,No
CUST-00891,Male,0,Yes,2,Fiber optic,Month-to-month,Mailed check,74.44,175.92,0.0,53.0,42760.0,2020-07-26,Yes
CUST-00892,Male,0,No,17,Fiber optic,Two year,Credit card,89.18,1398.42,2.0,49.0,75304.0,2022-04-09,Yes
CUST-00893,Female,0,Yes,1,Fiber optic,One year,Electronic check,64.08,122.96,2.0,56.0,21174.0,2019-02-14,Yes
CUST-00894,Female,0,No,10,No,Month-to-month,Electronic check,71.74,763.04,2.0,58.0,19689.0,2018-03-01,Yes
CUST-00895,Female,1,No,22,Fiber optic,Month-to-month,Mailed check,106.5,2390.57,3.0,61.0,64252.0,2021-03-31,Yes
CUST-00896,Female,0,Yes,19,No,Month-to-month,Mailed check,79.2,1409.25,1.0,51.0,89683.0,2021-01-15,No
CUST-00897,Male,0,No,12,No,One year,Electronic check,71.02,819.09,1.0,39.0,19097.0,2022-04-19,No
CUST-00898,Male,0,No,13,DSL,Two year,Credit card,36.26,441.94,0.0,44.0,93798.0,2020-01-05,No
CUST-00899,Female,0,No,6,DSL,Two year,Mailed check,85.13,468.72,3.0,58.0,50137.0,2018-03-11,No
CUST-00900,Female,0,No,14,Fiber optic,Month-to-month,Mailed check,74.9,1135.7,3.0,30.0,94379.0,2022-08-23,Yes
CUST-00901,Male,0,Yes,72,Fiber optic,Month-to-month,Bank transfer,103.51,7452.13,0.0,47.0,46998.0,2024-01-17,Yes
CUST-00902,Male,0,No,45,No,Month-to-month,Bank transfer,66.41,2986.62,3.0,36.0,15000.0,2020-07-12,No
CUST-00903,Male,0,Yes,3,Fiber optic,Month-to-month,Credit card,18.0,81.6,2.0,42.0,44748.0,2021-12-02,No
CUST-00904,Female,0,No,0,Fiber optic,Two year,Electronic check,18.0,28.47,1.0,59.0,92603.0,2021-06-30,No
CUST-00905,Female,1,No,65,Fiber optic,Month-to-month,Electronic check,87.07,5492.81,0.0,44.0,28674.0,2021-08-19,No
CUST-00906,Male,0,Yes,17,Fiber optic,One year,Electronic check,47.89,781.81,3.0,42.0,38840.0,2023-07-26,No
CUST-00907,Male,1,No,18,DSL,Month-to-month,Credit card,78.1,1335.16,1.0,22.0,44104.0,2022-09-22,No
CUST-00908,Male,0,Yes,36,DSL,Month-to-month,Mailed check,68.43,2483.5,2.0,52.0,15000.0,2022-12-09,Yes
CUST-00909,Female,0,Yes,9,Fiber optic,One year,Credit card,59.99,,2.0,51.0,133627.0,2018-07-30,No
CUST-00910,Female,0,Yes,15,Fiber optic,One year,Credit card,62.11,932.42,1.0,72.0,28543.0,2018-12-10,No
CUST-00911,Female,0,No,72,Fiber optic,Month-to-month,Bank transfer,39.04,2706.95,0.0,37.0,66399.0,2022-04-04,No
CUST-00912,Male,0,Yes,26,DSL,One year,Electronic check,64.53,1662.29,2.0,45.0,46535.0,2021-06-20,No
CUST-00913,Male,0,Yes,4,DSL,Month-to-month,Mailed check,47.47,245.64,1.0,45.0,104252.0,2022-12-20,No
CUST-00914,Male,0,Yes,3,Fiber optic,One year,Electronic check,53.83,231.96,0.0,64.0,62544.0,2018-08-07,No
