hotel,is_canceled,lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,31,November,46,13,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,0,Transient,78.0,0,0,Check-Out,15-11-2015
Resort Hotel,0,3,November,46,13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,78.0,0,1,Check-Out,14-11-2015
Resort Hotel,1,44,November,46,13,0,2,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,65.25,0,1,No-Show,13-11-2015
Resort Hotel,0,2,November,46,13,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,0,Transient,51.0,0,0,Check-Out,15-11-2015
Resort Hotel,0,15,November,46,13,0,2,2,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,E,E,0,No Deposit,185.0,0,Transient-Party,58.2,1,0,Check-Out,15-11-2015
Resort Hotel,1,121,November,46,14,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,40.93,0,1,Canceled,5/11/2015
Resort Hotel,1,38,November,46,14,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,63.47,0,2,Canceled,3/11/2015
Resort Hotel,0,5,November,46,14,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0,Transient,67.99,1,1,Check-Out,18-11-2015
Resort Hotel,1,54,November,46,14,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,62.83,0,1,Canceled,14-11-2015
Resort Hotel,0,94,November,46,14,2,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,55.1,0,2,Check-Out,22-11-2015
Resort Hotel,0,10,November,47,15,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,58.0,0,1,Check-Out,17-11-2015
Resort Hotel,0,79,November,47,15,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,0,Transient,72.5,1,0,Check-Out,22-11-2015
Resort Hotel,1,53,November,47,15,3,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,314.0,0,Transient,65.23,0,0,Canceled,23-09-2015
Resort Hotel,1,60,November,47,15,4,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,45.64,0,2,Canceled,5/11/2015
Resort Hotel,1,125,November,47,15,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,29.16,0,3,Canceled,26-10-2015
Resort Hotel,0,74,November,47,16,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,0.0,0,0,Check-Out,16-11-2015
Resort Hotel,0,74,November,47,16,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,0.0,0,1,Check-Out,16-11-2015
Resort Hotel,0,0,November,47,16,0,0,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,0.0,0,1,Check-Out,16-11-2015
Resort Hotel,1,27,November,47,16,1,2,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,39.0,0,0,Canceled,30-10-2015
Resort Hotel,1,27,November,47,16,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,48.0,0,0,Canceled,30-10-2015
Resort Hotel,1,73,November,47,16,1,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,47.4,0,1,Canceled,2/11/2015
Resort Hotel,1,80,November,47,16,1,3,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,32.4,0,3,Canceled,31-08-2015
Resort Hotel,1,74,November,47,16,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,76.0,0,2,Canceled,4/9/2015
Resort Hotel,1,42,November,47,16,3,7,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,34.51,0,0,Canceled,10/10/2015
Resort Hotel,1,97,November,47,16,6,15,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,32.4,0,1,Canceled,29-08-2015
Resort Hotel,0,0,November,47,17,0,0,2,0.0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,321.0,0,Transient,0.0,1,1,Check-Out,17-11-2015
Resort Hotel,0,28,November,47,17,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,54.0,1,0,Check-Out,19-11-2015
Resort Hotel,0,46,November,47,17,0,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,115.0,0,Transient,28.1,0,0,Check-Out,21-11-2015
Resort Hotel,1,134,November,47,17,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,61.2,0,1,Canceled,8/10/2015
Resort Hotel,0,16,November,47,18,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,36.0,1,0,Check-Out,20-11-2015
Resort Hotel,0,193,November,47,18,0,3,1,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,4.0,0,1,Check-Out,21-11-2015
Resort Hotel,0,105,November,47,18,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,65,Transient-Party,69.0,0,0,Check-Out,24-11-2015
Resort Hotel,1,62,November,47,18,2,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,0,Transient-Party,73.0,0,0,Canceled,5/11/2015
Resort Hotel,0,62,November,47,18,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,0,Transient-Party,69.0,0,0,Check-Out,24-11-2015
Resort Hotel,0,62,November,47,18,2,4,1,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,0,Transient-Party,49.0,0,0,Check-Out,24-11-2015
Resort Hotel,0,105,November,47,18,2,4,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,313.0,65,Transient-Party,71.0,0,0,Check-Out,24-11-2015
Resort Hotel,0,105,November,47,18,2,4,1,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,65,Transient-Party,18.5,0,0,Check-Out,24-11-2015
Resort Hotel,0,12,November,47,18,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,0,Transient-Party,69.0,0,0,Check-Out,24-11-2015
Resort Hotel,1,12,November,47,18,2,4,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,0,Transient,73.0,0,0,Canceled,17-11-2015
Resort Hotel,0,163,November,47,18,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,26.33,0,1,Check-Out,25-11-2015
Resort Hotel,0,10,November,47,19,0,2,2,1.0,0,BB,POL,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,0,Transient,47.12,0,1,Check-Out,21-11-2015
Resort Hotel,0,19,November,47,19,0,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient,26.1,0,0,Check-Out,22-11-2015
Resort Hotel,1,31,November,47,19,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,31.0,0,0,Canceled,16-11-2015
Resort Hotel,0,45,November,47,19,0,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,86.0,0,2,Check-Out,22-11-2015
Resort Hotel,0,16,November,47,19,1,3,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,98.0,1,0,Check-Out,23-11-2015
Resort Hotel,0,50,November,47,19,1,3,2,0.0,0,HB,NLD,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,0,Transient,77.6,0,1,Check-Out,23-11-2015
Resort Hotel,1,121,November,47,19,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,32.4,0,2,Canceled,8/10/2015
Resort Hotel,1,120,November,47,19,4,10,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,142.0,0,Contract,66.32,0,0,Canceled,23-07-2015
Resort Hotel,0,36,November,47,20,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,C,0,No Deposit,38.0,0,Transient-Party,64.0,0,0,Check-Out,22-11-2015
Resort Hotel,0,36,November,47,20,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,0,Transient-Party,64.0,0,0,Check-Out,22-11-2015
Resort Hotel,1,36,November,47,20,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,0,Transient-Party,64.0,0,0,Canceled,14-11-2015
Resort Hotel,1,122,November,47,20,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,32.4,0,2,Canceled,8/10/2015
Resort Hotel,0,36,November,47,20,0,2,1,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,38.0,0,Transient-Party,48.0,0,0,Check-Out,22-11-2015
Resort Hotel,0,39,November,47,20,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,36.45,0,1,Check-Out,22-11-2015
Resort Hotel,1,235,November,47,20,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,58.32,0,0,Canceled,2/9/2015
Resort Hotel,0,8,November,47,20,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,1,No Deposit,,0,Transient,37.0,1,2,Check-Out,22-11-2015
Resort Hotel,1,36,November,47,20,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,0,Transient-Party,64.0,0,0,Canceled,17-11-2015
Resort Hotel,1,73,November,47,20,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,0,Transient,29.16,0,1,No-Show,20-11-2015
Resort Hotel,0,36,November,47,20,0,2,1,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,0,Transient-Party,48.0,0,0,Check-Out,22-11-2015
Resort Hotel,1,123,November,47,20,1,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,66.0,0,2,Canceled,13-10-2015
Resort Hotel,0,36,November,47,20,1,2,0,0.0,0,SC,ESP,Groups,TA/TO,0,0,0,A,C,0,No Deposit,38.0,0,Transient-Party,0.0,0,0,Check-Out,23-11-2015
Resort Hotel,1,129,November,47,20,1,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177.0,0,Transient,22.5,0,0,Canceled,17-09-2015
Resort Hotel,0,24,November,47,21,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,0,Transient-Party,32.0,0,0,Check-Out,22-11-2015
Resort Hotel,0,24,November,47,21,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient-Party,32.0,0,0,Check-Out,22-11-2015
Resort Hotel,0,24,November,47,21,0,1,2,0.0,1,BB,PRT,Corporate,Corporate,0,0,0,A,C,1,No Deposit,,0,Transient-Party,32.0,0,1,Check-Out,22-11-2015
Resort Hotel,0,78,November,47,21,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,0,Transient-Party,32.0,0,0,Check-Out,22-11-2015
Resort Hotel,0,78,November,47,21,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient-Party,32.0,0,0,Check-Out,22-11-2015
Resort Hotel,0,78,November,47,21,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,0,Transient-Party,32.0,0,0,Check-Out,22-11-2015
Resort Hotel,0,24,November,47,21,0,1,2,1.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,G,1,No Deposit,,0,Transient-Party,44.0,0,0,Check-Out,22-11-2015
Resort Hotel,0,15,November,47,21,0,1,2,2.0,0,BB,PRT,Corporate,Corporate,0,0,0,C,H,2,No Deposit,,0,Transient-Party,56.0,0,0,Check-Out,22-11-2015
Resort Hotel,0,44,November,47,21,0,1,2,0.0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,240.0,0,Transient,73.5,1,3,Check-Out,22-11-2015
Resort Hotel,0,15,November,47,21,0,1,2,2.0,0,BB,PRT,Corporate,Corporate,0,0,0,C,H,3,No Deposit,,0,Transient-Party,56.0,0,0,Check-Out,22-11-2015
Resort Hotel,0,124,November,47,21,0,1,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,241.0,0,Transient,54.05,0,1,Check-Out,22-11-2015
Resort Hotel,0,44,November,47,21,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,E,3,No Deposit,240.0,0,Transient,73.5,1,3,Check-Out,22-11-2015
Resort Hotel,0,24,November,47,21,0,1,2,0.0,1,BB,PRT,Corporate,Corporate,0,0,0,A,F,1,No Deposit,,0,Transient-Party,32.0,0,0,Check-Out,22-11-2015
Resort Hotel,0,15,November,47,21,0,1,2,1.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,G,1,No Deposit,,0,Transient-Party,44.0,0,0,Check-Out,22-11-2015
Resort Hotel,0,33,November,47,21,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,G,1,No Deposit,240.0,0,Transient,76.0,0,1,Check-Out,22-11-2015
Resort Hotel,0,15,November,47,21,0,1,2,0.0,1,BB,PRT,Corporate,Corporate,0,0,0,A,G,3,No Deposit,,0,Transient-Party,32.0,0,0,Check-Out,22-11-2015
Resort Hotel,0,40,November,47,21,0,1,3,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,E,2,No Deposit,,0,Transient,67.5,0,2,Check-Out,22-11-2015
Resort Hotel,1,78,November,47,21,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,0,Transient-Party,32.0,0,0,Canceled,21-11-2015
Resort Hotel,1,39,November,47,21,0,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,147.1,0,0,Canceled,27-10-2015
Resort Hotel,0,24,November,47,21,0,1,2,1.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,G,2,No Deposit,,0,Transient-Party,44.0,0,0,Check-Out,22-11-2015
Resort Hotel,0,14,November,47,21,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,0,Transient,26.0,0,0,Check-Out,28-11-2015
Resort Hotel,0,0,November,48,23,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,0.0,0,1,Check-Out,23-11-2015
Resort Hotel,0,56,November,48,23,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,240.0,0,Transient,0.0,0,1,Check-Out,23-11-2015
Resort Hotel,0,20,November,48,23,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,68.53,1,1,Check-Out,26-11-2015
Resort Hotel,1,20,November,48,23,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,58.0,0,0,Canceled,11/11/2015
Resort Hotel,1,157,November,48,23,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,32.4,0,0,No-Show,23-11-2015
Resort Hotel,1,17,November,48,23,1,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,25.0,0,0,Canceled,19-11-2015
Resort Hotel,1,13,November,48,23,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,58.0,0,1,No-Show,23-11-2015
Resort Hotel,0,21,November,48,24,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Transient,38.4,0,2,Check-Out,25-11-2015
Resort Hotel,0,40,November,48,24,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0,Transient,41.4,1,2,Check-Out,27-11-2015
Resort Hotel,0,12,November,48,24,0,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0,Transient,49.4,0,0,Check-Out,29-11-2015
Resort Hotel,0,72,November,48,25,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,32.4,0,2,Check-Out,29-11-2015
Resort Hotel,0,17,November,48,26,0,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,46.4,0,2,Check-Out,29-11-2015
Resort Hotel,0,57,November,48,26,0,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,36.0,0,1,Check-Out,29-11-2015
Resort Hotel,0,17,November,48,26,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,0,Transient,46.4,0,0,Check-Out,29-11-2015
Resort Hotel,0,14,November,48,26,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,64.0,1,1,Check-Out,29-11-2015
Resort Hotel,0,174,November,48,26,2,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8.0,0,Contract,46.5,1,0,Check-Out,4/12/2015
Resort Hotel,0,28,November,48,27,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15.0,0,Transient,26.1,0,0,Check-Out,29-11-2015
Resort Hotel,0,15,November,48,27,0,2,2,0.0,0,BB,PRT,Complementary,Corporate,0,0,0,A,A,1,No Deposit,,0,Transient,0.0,0,0,Check-Out,29-11-2015
Resort Hotel,1,32,November,48,27,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,48.0,0,2,Canceled,11/11/2015
Resort Hotel,1,15,November,48,27,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,46.4,0,0,Canceled,16-11-2015
Resort Hotel,0,28,November,48,28,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,0.0,0,1,Check-Out,28-11-2015
Resort Hotel,0,22,November,48,28,0,1,3,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,177.0,0,Transient,108.15,0,0,Check-Out,29-11-2015
Resort Hotel,1,74,November,48,28,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,36.45,0,0,Canceled,22-10-2015
Resort Hotel,1,164,November,48,28,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,29.16,0,0,Canceled,11/7/2015
Resort Hotel,0,36,November,48,28,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,32.1,1,0,Check-Out,4/12/2015
Resort Hotel,1,88,November,48,28,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,32.4,0,0,Canceled,19-11-2015
Resort Hotel,1,26,November,48,28,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,98.0,0,1,Canceled,16-11-2015
Resort Hotel,1,82,November,49,29,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,32.4,0,1,Canceled,14-11-2015
Resort Hotel,1,133,November,49,30,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,29.16,0,1,Canceled,29-07-2015
Resort Hotel,0,62,November,49,30,1,3,2,0.0,0,HB,BEL,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,0,Transient,83.6,1,1,Check-Out,4/12/2015
Resort Hotel,1,93,November,49,30,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,32.4,0,2,Canceled,31-08-2015
Resort Hotel,1,91,November,49,30,3,7,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,66.0,0,1,Canceled,5/9/2015
Resort Hotel,0,20,December,49,1,0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,240.0,0,Transient,0.0,0,0,Check-Out,1/12/2015
Resort Hotel,0,118,December,49,1,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,32.4,0,1,Check-Out,6/12/2015
Resort Hotel,1,87,December,49,1,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,50.4,0,1,Canceled,19-10-2015
Resort Hotel,0,118,December,49,1,2,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,29.16,0,1,Check-Out,8/12/2015
Resort Hotel,0,82,December,49,2,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,240.0,0,Transient,0.0,0,2,Check-Out,2/12/2015
Resort Hotel,0,21,December,49,2,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,61.2,1,2,Check-Out,3/12/2015
Resort Hotel,0,21,December,49,2,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,61.2,0,2,Check-Out,3/12/2015
Resort Hotel,0,21,December,49,2,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,61.2,0,2,Check-Out,3/12/2015
Resort Hotel,0,119,December,49,2,8,21,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177.0,0,Transient,68.2,0,0,Check-Out,31-12-2015
Resort Hotel,0,31,December,49,3,0,1,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,61.2,0,1,Check-Out,4/12/2015
Resort Hotel,1,23,December,49,3,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,46.4,0,1,Canceled,13-11-2015
Resort Hotel,1,20,December,49,3,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,46.4,0,1,Canceled,13-11-2015
Resort Hotel,0,45,December,49,3,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,55.95,1,1,Check-Out,5/12/2015
Resort Hotel,0,48,December,49,3,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115.0,0,Transient,33.3,0,0,Check-Out,10/12/2015
Resort Hotel,0,52,December,49,3,2,5,2,0.0,0,HB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,87.53,0,0,Check-Out,10/12/2015
Resort Hotel,0,108,December,49,3,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient,49.5,0,0,Check-Out,10/12/2015
Resort Hotel,0,30,December,49,3,4,10,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,0,Transient,30.0,0,0,Check-Out,17-12-2015
Resort Hotel,1,121,December,49,4,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,50.4,0,2,Canceled,17-08-2015
Resort Hotel,1,58,December,49,4,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,41.4,0,0,Canceled,11/11/2015
Resort Hotel,1,81,December,49,4,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,32.4,0,2,Canceled,26-10-2015
Resort Hotel,1,80,December,49,4,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,40.5,0,2,Canceled,17-09-2015
Resort Hotel,0,23,December,49,4,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,0,Transient,41.4,0,0,Check-Out,6/12/2015
Resort Hotel,1,88,December,49,4,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,0,Transient,47.6,0,0,Canceled,30-11-2015
Resort Hotel,1,44,December,49,4,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,84.0,0,0,Canceled,22-10-2015
Resort Hotel,1,74,December,49,4,2,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,92.1,0,0,Canceled,19-10-2015
Resort Hotel,1,34,December,49,4,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,58.0,0,2,Canceled,12/11/2015
